customer_id,gender,marital_status,income,age,customer_since_months,customer_rel_dur_segment,city_grp,occupation_adm-clerical,occupation_armed-forces,occupation_craft-repair,occupation_exec-managerial,occupation_farming-fishing,occupation_handlers-cleaners,occupation_machine-op-inspct,occupation_other-service,occupation_priv-house-serv,occupation_prof-specialty,occupation_protective-serv,occupation_sales,occupation_tech-support,occupation_transport-moving,policy_deductable,policy_annual_premium,umbrella_limit,incident_severity,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,months_ago_incident_date,years_auto_old,bodily_injury_single_limit,bodily_injury_total_limit,net_captial,incident_hour_of_the_day_evening,incident_hour_of_the_day_morning,incident_hour_of_the_day_night,property_damage_no,property_damage_yes,police_report_available_no,police_report_available_yes,collision_type_front collision,collision_type_rear collision,collision_type_side collision,authorities_contacted_ambulance,authorities_contacted_fire,authorities_contacted_none,authorities_contacted_other,authorities_contacted_police,motor_addon
sb3001093,0,0,80219,46,20.0,1,t0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000,1483.25,0,0.2,3,1,1,70680,5890,11780,53010,44000,63.0,11,100,300,69900,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001094,0,1,37253,43,77.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,500,1515.3,0,0.2,3,1,0,93720,17040,8520,68160,60000,64.0,15,100,300,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001095,0,0,72273,41,77.0,0,t2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000,1075.18,5000000,0.2,1,2,0,6930,1260,630,5040,76000,63.0,19,100,300,9300,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,vehicle theft
sb3001096,0,0,75809,42,70.0,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1000,1690.27,0,0.2,1,0,2,72930,6630,6630,59670,56000,64.0,14,500,1000,61500,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,single vehicle collision
sb3001097,1,1,76206,37,42.0,0,t1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,1352.83,0,0.2,4,1,2,64890,7210,7210,50470,28000,64.0,7,250,500,-71700,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,multi-vehicle collision
sb3001098,0,0,37571,48,56.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1148.73,0,0.2,1,1,2,5400,900,900,3600,84000,63.0,21,250,500,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,parked car
sb3001099,1,0,48476,44,22.0,1,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,969.5,0,0.2,1,0,0,5600,700,700,4200,52000,64.0,13,100,300,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,vehicle theft
sb3001100,1,1,60647,30,106.0,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500,1463.82,0,0.2,1,0,0,79300,15860,15860,47580,52000,64.0,13,100,300,-72300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,single vehicle collision
sb3001101,1,0,47775,38,112.0,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1000,1474.17,0,0.2,1,1,0,52800,10560,5280,36960,64000,63.0,16,100,300,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,single vehicle collision
sb3001102,0,0,60228,32,89.0,0,t1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1497.35,0,0.2,3,2,2,28800,0,3600,25200,28000,64.0,7,250,500,5600,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,multi-vehicle collision
sb3001103,0,0,39797,42,87.0,0,t2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1427.14,0,0.2,1,1,1,2970,330,330,2310,48000,63.0,12,100,300,-22800,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,parked car
sb3001104,0,1,44687,39,80.0,0,t2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,1495.1,0,0.2,3,0,0,93480,15580,7790,70110,24000,63.0,6,500,1000,50500,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001105,0,1,30743,39,71.0,0,t0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,1141.62,0,0.2,1,1,2,4320,480,480,3360,72000,64.0,18,100,300,10000,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,vehicle theft
sb3001106,0,1,37950,42,65.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1125.37,0,0.2,3,0,2,79800,6650,19950,53200,80000,64.0,20,500,1000,-56400,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001107,0,1,78926,39,48.0,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000,1207.36,0,0.2,2,1,0,74200,7420,14840,51940,92000,62.0,23,500,1000,-57000,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001108,0,1,81929,38,122.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,1338.5,0,0.2,1,0,0,70590,10860,10860,48870,80000,63.0,20,500,1000,28800,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001109,0,1,57046,46,63.0,0,t0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,1074.07,0,0.2,3,0,2,60940,5540,11080,44320,56000,64.0,14,500,1000,-47500,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001110,1,0,71814,48,123.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,500,1337.56,0,0.2,1,1,2,74700,7470,14940,52290,40000,64.0,10,250,500,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,single vehicle collision
sb3001111,1,1,76867,50,50.0,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,1298.91,6000000,0.2,1,0,0,70000,14000,7000,49000,20000,64.0,5,100,300,13800,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001112,0,1,34141,48,37.0,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,1222.75,0,0.2,3,2,0,81070,14740,14740,51590,76000,64.0,19,500,1000,-41000,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,multi-vehicle collision
sb3001113,0,1,80403,39,95.0,0,t1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,1059.52,0,0.2,2,1,1,57720,14430,9620,33670,52000,62.0,13,100,300,-40600,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001114,1,0,33382,45,64.0,0,t0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,1124.38,0,0.2,1,1,1,7080,1180,1180,4720,76000,63.0,19,250,500,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,vehicle theft
sb3001115,1,0,73662,49,30.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1110.37,10000000,0.2,3,0,1,47700,4770,9540,33390,92000,64.0,23,100,300,-22400,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001116,0,0,82064,41,39.0,0,t2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,1374.22,0,0.2,1,0,2,51260,9320,9320,32620,72000,63.0,18,500,1000,-1100,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,single vehicle collision
sb3001117,0,0,53862,46,78.0,0,t0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,1103.58,0,0.2,3,2,2,70400,6400,12800,51200,36000,64.0,9,500,1000,5000,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001118,0,1,55982,45,95.0,0,t1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,1269.76,0,0.2,1,1,2,90000,18000,9000,63000,20000,64.0,5,250,500,44300,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,single vehicle collision
sb3001119,1,1,76279,35,81.0,0,t0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,964.79,8000000,0.2,3,0,1,72820,13240,6620,52960,40000,63.0,10,250,500,58000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001120,0,1,48729,35,66.0,0,t0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000,1167.3,4000000,0.2,1,2,0,69300,13860,13860,41580,80000,63.0,20,500,1000,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,single vehicle collision
sb3001121,0,1,50567,39,91.0,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,1625.45,4000000,0.2,1,2,1,76560,12760,12760,51040,48000,64.0,12,500,1000,-53700,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,single vehicle collision
sb3001122,1,1,33968,45,40.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500,1394.43,0,0.2,1,0,1,55440,0,6160,49280,84000,64.0,21,250,500,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,single vehicle collision
sb3001123,1,0,63741,46,86.0,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1053.24,0,0.2,4,1,0,77130,8570,17140,51420,100000,64.0,25,250,500,51100,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,multi-vehicle collision
sb3001124,1,1,35599,38,56.0,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500,1040.75,0,0.2,1,1,1,42000,7000,7000,28000,36000,63.0,9,100,300,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,single vehicle collision
sb3001125,0,0,54967,34,87.0,0,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1302.4,6000000,0.2,3,2,2,36300,3300,9900,23100,28000,63.0,7,250,500,-22500,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001126,1,1,79319,45,24.0,1,t1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1588.55,0,0.2,1,0,0,40320,5760,5760,28800,76000,64.0,19,100,300,27500,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,single vehicle collision
sb3001127,0,1,68315,34,30.0,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,1399.26,0,0.2,1,2,0,3960,330,660,2970,88000,63.0,22,500,1000,70500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,parked car
sb3001128,0,0,75082,47,72.0,0,t1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,1352.31,0,0.2,1,0,2,63840,10640,10640,42560,56000,63.0,14,100,300,-6600,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,single vehicle collision
sb3001129,1,1,50089,32,68.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1139.0,6000000,0.2,3,1,2,44730,4970,4970,34790,80000,64.0,20,250,500,42400,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,multi-vehicle collision
sb3001130,0,1,52235,33,96.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1397.67,0,0.2,3,1,2,84720,14120,14120,56480,84000,64.0,21,250,500,57900,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,multi-vehicle collision
sb3001131,1,0,70880,43,34.0,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,823.17,0,0.2,3,2,2,61500,6150,12300,43050,32000,63.0,8,250,500,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,multi-vehicle collision
sb3001132,0,1,30723,32,51.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500,965.13,0,0.2,3,0,1,51000,8500,8500,34000,28000,63.0,7,100,300,5200,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001133,1,0,43714,39,53.0,0,t1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000,1922.84,0,0.2,1,2,1,46800,4680,9360,32760,72000,64.0,18,500,1000,-45200,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,single vehicle collision
sb3001134,0,1,61784,39,54.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,1624.82,0,0.2,1,1,1,78120,17360,8680,52080,56000,63.0,14,250,500,-300,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,single vehicle collision
sb3001135,0,1,64206,37,82.0,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,1277.25,0,0.2,1,1,2,69200,13840,6920,48440,96000,64.0,24,250,500,84900,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,single vehicle collision
sb3001136,0,0,77071,45,91.0,0,t0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1439.34,0,0.2,1,0,0,3690,410,410,2870,20000,64.0,5,100,300,24900,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,vehicle theft
sb3001137,1,1,53414,31,56.0,0,t0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1281.27,0,0.2,3,0,2,65500,6550,6550,52400,40000,64.0,10,250,500,68900,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001138,0,0,60213,35,43.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,1348.83,0,0.2,3,1,2,76120,13840,6920,55360,84000,63.0,21,500,1000,-31200,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001139,0,1,71846,30,84.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1198.15,0,0.2,3,0,2,73560,12260,12260,49040,100000,63.0,25,250,500,-43200,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,multi-vehicle collision
sb3001140,1,0,48654,37,122.0,0,t1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1221.22,0,0.2,1,0,1,52030,9460,4730,37840,48000,64.0,12,100,300,76000,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,single vehicle collision
sb3001141,0,1,30755,34,75.0,0,t1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,968.74,0,0.2,1,2,2,5170,470,940,3760,76000,64.0,19,500,1000,-49000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,vehicle theft
sb3001142,1,1,72882,43,53.0,0,t2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1000,1220.71,0,0.2,1,2,1,8190,1890,1260,5040,28000,63.0,7,250,500,29900,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,parked car
sb3001143,1,0,41139,32,110.0,0,t1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1238.62,6000000,0.2,1,2,2,70800,7080,14160,49560,32000,63.0,8,250,500,-56200,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,single vehicle collision
sb3001144,0,1,30342,39,36.0,0,t2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1320.75,0,0.2,3,0,2,45630,5070,5070,35490,36000,63.0,9,500,1000,54100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001145,1,1,53983,31,50.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,990.98,0,0.2,1,2,1,99320,7640,15280,76400,72000,63.0,18,100,300,-57900,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,single vehicle collision
sb3001146,0,1,47910,30,109.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500,1398.51,4000000,0.2,3,2,0,64000,12800,6400,44800,96000,63.0,24,500,1000,-57100,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,multi-vehicle collision
sb3001147,1,1,42868,37,77.0,0,t0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,500,1355.08,0,0.2,1,1,1,47300,4730,4730,37840,24000,64.0,6,100,300,58100,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001148,1,0,70291,46,33.0,0,t0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1384.51,0,0.2,1,2,2,71680,8960,8960,53760,52000,63.0,13,100,300,-25100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,single vehicle collision
sb3001149,0,1,47691,39,79.0,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,847.03,0,0.2,1,1,0,112320,17280,17280,77760,36000,63.0,9,250,500,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,single vehicle collision
sb3001150,1,0,74829,39,32.0,0,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,1000.06,0,0.2,1,1,0,82720,7520,15040,60160,24000,64.0,6,100,300,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,single vehicle collision
sb3001151,1,0,46056,34,22.0,1,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1000,1046.71,0,0.2,3,2,1,48060,10680,5340,32040,44000,63.0,11,100,300,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001152,0,1,64319,47,62.0,0,t1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,1158.03,0,0.2,3,1,2,63570,9780,9780,44010,56000,64.0,14,250,500,-12700,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001153,1,0,78896,43,51.0,0,t2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,1372.27,0,0.2,3,2,2,63240,10540,10540,42160,92000,64.0,23,100,300,17600,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001154,1,0,45949,42,98.0,0,t1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,1053.04,7000000,0.2,3,1,2,54240,9040,9040,36160,28000,63.0,7,100,300,7500,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001155,1,1,42730,32,108.0,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1000,1275.39,0,0.2,1,2,2,37280,0,0,37280,96000,63.0,24,100,300,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,single vehicle collision
sb3001156,0,0,49241,35,72.0,0,t0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,1402.75,0,0.2,3,2,1,72100,7210,14420,50470,56000,63.0,14,100,300,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001157,1,0,65518,32,104.0,0,t0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500,1344.36,7000000,0.2,1,2,2,6500,1300,650,4550,28000,63.0,7,250,500,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,parked car
sb3001158,1,0,56787,49,102.0,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1197.71,0,0.2,3,2,0,78240,13040,13040,52160,28000,63.0,7,100,300,29000,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001159,0,0,74299,31,110.0,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,1203.24,0,0.2,1,2,0,6200,1240,620,4340,84000,63.0,21,100,300,-4400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,vehicle theft
sb3001160,0,1,30427,38,89.0,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,1152.4,0,0.2,1,2,2,6160,560,1680,3920,24000,64.0,6,500,1000,-42800,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,parked car
sb3001161,1,1,75430,50,62.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,1142.62,7000000,0.2,1,2,0,76050,11700,11700,52650,92000,64.0,23,500,1000,-54000,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,single vehicle collision
sb3001162,1,1,36229,36,92.0,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000,1332.07,0,0.2,2,2,1,86060,13240,13240,59580,72000,64.0,18,500,1000,-9400,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,multi-vehicle collision
sb3001163,1,0,41811,44,92.0,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1166.54,0,0.2,1,2,0,107900,10790,21580,75530,92000,64.0,23,500,1000,-11600,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001164,1,0,76499,44,104.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500,1495.06,0,0.2,3,2,0,99990,18180,18180,63630,36000,64.0,9,250,500,6700,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001165,0,0,43263,41,124.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1337.92,0,0.2,3,2,2,61380,11160,5580,44640,32000,63.0,8,500,1000,71400,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,multi-vehicle collision
sb3001166,0,1,68920,33,51.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,1587.96,0,0.2,1,2,1,71280,12960,12960,45360,32000,63.0,8,250,500,-26900,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,single vehicle collision
sb3001167,1,1,82111,49,41.0,0,t1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000,1362.29,0,0.2,3,0,0,64000,12800,6400,44800,84000,63.0,21,500,1000,-51100,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001168,0,1,56106,47,47.0,0,t1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,1448.84,0,0.2,1,0,1,5940,660,660,4620,20000,63.0,5,250,500,-50000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,parked car
sb3001169,0,0,84699,47,94.0,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,1241.97,0,0.2,1,1,0,6700,670,670,5360,36000,64.0,9,250,500,75400,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,parked car
sb3001170,0,1,73660,43,124.0,0,t0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,500,1124.6,0,0.2,3,0,0,51740,11940,7960,31840,56000,64.0,14,250,500,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001171,0,1,64284,34,88.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1079.92,0,0.2,1,0,1,53600,6700,6700,40200,52000,63.0,13,250,500,88800,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,single vehicle collision
sb3001172,0,1,61546,32,75.0,0,t2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000,1447.78,0,0.2,3,1,0,44910,4990,4990,34930,76000,64.0,19,250,500,-24800,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,multi-vehicle collision
sb3001173,0,0,39410,42,83.0,0,t0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,1229.16,4000000,0.2,3,0,2,48100,11100,7400,29600,24000,63.0,6,250,500,-88300,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,multi-vehicle collision
sb3001174,0,1,79189,49,62.0,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000,1226.49,0,0.2,1,0,1,6100,610,1220,4270,72000,63.0,18,100,300,53900,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,vehicle theft
sb3001175,0,0,54611,35,108.0,0,t0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,897.89,6000000,0.2,1,1,0,79600,15920,15920,47760,36000,64.0,9,100,300,-41300,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,single vehicle collision
sb3001176,0,0,79717,37,39.0,0,t0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,500,1706.79,0,0.2,1,1,1,77040,8560,8560,59920,88000,64.0,22,100,300,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,single vehicle collision
sb3001177,1,0,82281,33,108.0,0,t2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1254.18,0,0.2,1,0,1,62590,11380,11380,39830,68000,64.0,17,250,500,-45100,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,single vehicle collision
sb3001178,0,1,57311,31,106.0,0,t0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,885.08,0,0.2,1,0,1,85150,13100,13100,58950,88000,63.0,22,500,1000,-31900,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,single vehicle collision
sb3001179,1,0,41001,40,73.0,0,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1046.58,4000000,0.2,1,2,1,4950,450,900,3600,40000,64.0,10,100,300,-31700,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,vehicle theft
sb3001180,1,0,41317,46,70.0,0,t1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,1712.68,0,0.2,3,2,0,51100,10220,5110,35770,56000,63.0,14,500,1000,72200,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,multi-vehicle collision
sb3001181,0,0,79457,42,81.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,1097.71,0,0.2,1,2,2,100800,16800,16800,67200,92000,64.0,23,500,1000,7300,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,single vehicle collision
sb3001182,0,0,84692,36,105.0,0,t0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,1363.77,4000000,0.2,1,2,2,90970,16540,16540,57890,44000,64.0,11,250,500,51100,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,single vehicle collision
sb3001183,0,1,36631,40,105.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500,1382.88,7000000,0.2,1,1,1,81840,14880,7440,59520,36000,64.0,9,100,300,-30300,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,single vehicle collision
sb3001184,0,1,79007,43,90.0,0,t1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000,1141.35,7000000,0.2,1,0,2,54900,5490,5490,43920,28000,64.0,7,100,300,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,single vehicle collision
sb3001185,0,1,39408,36,75.0,0,t2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,1054.83,7000000,0.2,1,2,2,88660,8060,16120,64480,52000,63.0,13,500,1000,-51300,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001186,1,1,45864,45,39.0,0,t1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,1057.77,0,0.2,3,1,1,18000,2250,2250,13500,44000,63.0,11,100,300,-57700,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001187,0,0,39402,35,64.0,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1488.02,0,0.2,1,1,2,5500,1100,550,3850,40000,63.0,10,250,500,-39200,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,vehicle theft
sb3001188,0,1,75785,31,87.0,0,t0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,920.3,5000000,0.2,3,1,0,73920,13440,6720,53760,68000,63.0,17,100,300,-16900,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,multi-vehicle collision
sb3001189,0,1,56391,34,67.0,0,t0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,986.53,0,0.2,1,0,2,101860,18520,18520,64820,52000,63.0,13,500,1000,62700,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,single vehicle collision
