Card Type,Gender,customer_id,occupation,dob,income,city,marital_status
Signature,F,C2942,doctor,07/31/1988,932999,Delhi,unmarried
Platinum,M,C3891,engineer,04/01/1971,1218024,Chennai,married
Silver,M,C1705,doctor,12/10/1987,1756401,Bangalore,married
Signature,M,C2779,engineer,08/28/1975,945312,Delhi,married
Gold,M,C5946,business,08/14/1989,649886,Bangalore,married
Silver,F,C1245,business,10/27/1971,1192491,Chennai,unmarried
Platinum,M,C3946,business,03/03/1977,841765,Chennai,married
Platinum,M,C3912,teacher,11/02/1977,1630235,Delhi,unmarried
Silver,F,C2178,business,12/08/1985,1815483,Bangalore,unmarried
Platinum,F,C4049,teacher,06/17/1971,1282270,Mumbai,unmarried
Platinum,M,C3783,engineer,06/12/1986,1549529,Delhi,married
Gold,M,C5051,engineer,05/25/1984,1718245,Chennai,married
Platinum,M,C4696,lawyer,07/18/1978,1204645,Kolkata,married
Platinum,F,C3684,lawyer,02/26/1988,1979745,Delhi,unmarried
Signature,F,C3281,lawyer,05/21/1988,970162,Delhi,unmarried
Signature,F,C3362,doctor,07/06/1983,1221359,Bangalore,married
Silver,M,C2091,teacher,07/14/1973,1581603,Chennai,married
Silver,M,C1963,doctor,11/07/1978,896858,Chennai,married
Silver,F,C1178,doctor,04/24/1983,1456010,Delhi,unmarried
Signature,F,C2612,doctor,05/14/1979,748478,Kolkata,married
Signature,F,C2492,lawyer,11/12/1977,1818528,Chennai,unmarried
Gold,M,C5122,doctor,07/26/1983,1214902,Bangalore,married
Gold,M,C5120,lawyer,01/05/1973,866267,Delhi,married
Platinum,M,C4115,business,08/03/1972,1605543,Kolkata,unmarried
Gold,F,C5443,doctor,04/29/1974,1799230,Delhi,unmarried
Gold,F,C5731,engineer,12/26/1983,1718319,Kolkata,unmarried
Platinum,F,C4269,doctor,02/25/1989,1710016,Kolkata,unmarried
Gold,F,C5499,engineer,12/14/1986,1357629,Kolkata,married
Signature,M,C2993,engineer,11/28/1972,698774,Chennai,married
Silver,M,C1734,doctor,09/01/1983,1032143,Delhi,married
Signature,M,C2963,doctor,02/10/1975,1447894,Mumbai,married
Signature,M,C2774,lawyer,10/20/1983,1260922,Delhi,unmarried
Gold,F,C5182,engineer,08/25/1971,715856,Kolkata,unmarried
Platinum,F,C4325,lawyer,04/01/1972,665803,Bangalore,unmarried
Signature,F,C3178,doctor,10/08/1986,872192,Bangalore,married
Gold,F,C5748,doctor,12/06/1979,1087452,Kolkata,married
Platinum,F,C3771,teacher,01/10/1974,1288806,Chennai,unmarried
Silver,F,C1514,teacher,01/11/1970,1307235,Bangalore,married
Platinum,M,C4131,doctor,08/31/1970,1423741,Bangalore,unmarried
Signature,F,C3083,business,02/25/1988,1095829,Chennai,married
Signature,F,C2910,teacher,03/08/1981,879004,Chennai,married
Gold,M,C4903,doctor,06/16/1985,1237351,Mumbai,married
Silver,F,C1447,lawyer,06/29/1988,1960676,Delhi,married
Signature,M,C3429,doctor,07/23/1975,1242795,Delhi,married
Gold,M,C5097,engineer,03/11/1975,924758,Kolkata,unmarried
Silver,F,C1379,doctor,10/11/1985,1753562,Chennai,married
Gold,M,C5580,engineer,02/06/1976,1806412,Chennai,married
Gold,F,C5670,lawyer,05/31/1982,1582216,Chennai,unmarried
Signature,F,C2297,business,11/16/1977,913811,Kolkata,unmarried
Platinum,M,C4560,business,12/19/1979,1675435,Delhi,unmarried
Platinum,M,C4598,lawyer,04/05/1981,690606,Bangalore,married
Platinum,F,C3635,business,03/20/1970,1339376,Kolkata,married
Silver,M,C2222,engineer,04/21/1970,1918418,Delhi,married
Signature,F,C2612,doctor,05/14/1979,748478,Kolkata,married
Gold,M,C5402,doctor,02/09/1975,1699901,Bangalore,married
Silver,F,C2131,lawyer,04/23/1974,1573326,Chennai,married
Platinum,M,C3649,business,06/23/1976,1001834,Chennai,married
Silver,F,C1303,engineer,10/19/1976,1915959,Chennai,unmarried
Gold,F,C5443,doctor,04/29/1974,1799230,Delhi,unmarried
Silver,M,C1824,business,11/20/1982,1697852,Mumbai,married
Platinum,F,C4379,teacher,03/01/1971,865893,Mumbai,married
Signature,M,C3013,teacher,07/14/1989,972323,Kolkata,unmarried
Signature,M,C2812,teacher,03/18/1981,1191243,Kolkata,unmarried
Signature,F,C3464,lawyer,08/09/1988,1619262,Mumbai,unmarried
Gold,M,C5387,engineer,10/16/1985,1761879,Mumbai,married
Gold,F,C5436,doctor,02/08/1985,1221176,Mumbai,married
Signature,M,C3056,doctor,11/21/1970,1314727,Delhi,married
Gold,F,C4967,teacher,11/27/1976,1033584,Kolkata,married
Gold,M,C5166,lawyer,10/14/1983,1303296,Bangalore,married
Gold,M,C5143,engineer,12/28/1973,1676710,Kolkata,unmarried
Signature,M,C2658,teacher,03/30/1982,1083665,Mumbai,unmarried
Platinum,M,C3961,lawyer,08/02/1981,1724841,Delhi,unmarried
Platinum,M,C3994,teacher,10/18/1977,1445990,Chennai,unmarried
Platinum,F,C4270,doctor,12/03/1975,2001265,Chennai,married
Platinum,M,C4165,business,09/07/1978,1306765,Delhi,unmarried
Signature,M,C3005,business,01/02/1984,1484775,Delhi,unmarried
Platinum,F,C4250,doctor,11/20/1981,1333643,Chennai,married
Platinum,M,C3949,teacher,08/12/1983,1590189,Delhi,married
Platinum,M,C3700,business,09/05/1970,1469404,Delhi,unmarried
Gold,M,C5077,doctor,03/10/1974,1022752,Mumbai,unmarried
Gold,F,C5314,doctor,10/13/1976,1679320,Bangalore,married
Silver,F,C2169,lawyer,06/04/1984,1311306,Chennai,unmarried
Gold,M,C5083,business,07/12/1979,1245733,Delhi,unmarried
Signature,F,C2557,teacher,01/06/1980,1732063,Chennai,married
Silver,F,C1033,business,10/09/1983,1504616,Chennai,married
Signature,M,C2895,business,09/21/1977,1443265,Chennai,married
Gold,F,C5656,engineer,06/23/1981,654131,Chennai,married
Silver,F,C2249,business,11/29/1972,1881495,Delhi,unmarried
Gold,F,C4758,engineer,06/27/1981,1136407,Chennai,unmarried
Silver,M,C1601,business,12/23/1971,1918486,Kolkata,married
Silver,M,C2207,engineer,08/06/1970,665801,Delhi,married
Gold,F,C5409,engineer,06/13/1984,962804,Mumbai,married
Signature,M,C2889,teacher,10/01/1986,1349980,Chennai,married
Platinum,M,C3689,doctor,04/19/1970,1627913,Chennai,married
Platinum,F,C3995,business,04/01/1979,929250,Bangalore,unmarried
Signature,F,C2493,doctor,10/15/1989,1386101,Chennai,married
Signature,F,C2635,doctor,12/18/1972,1105783,Mumbai,married
Signature,M,C2293,teacher,04/04/1982,993672,Mumbai,married
Signature,F,C3075,lawyer,08/30/1979,806233,Mumbai,married
Signature,F,C2809,lawyer,05/19/1976,1058585,Delhi,unmarried
Platinum,F,C4692,lawyer,12/05/1978,1474855,Delhi,unmarried
Gold,F,C4788,teacher,08/13/1988,829342,Delhi,married
Signature,F,C2645,engineer,09/02/1989,679952,Kolkata,married
Platinum,F,C3887,business,01/29/1989,1060457,Chennai,married
Signature,M,C2798,teacher,07/02/1978,1378045,Mumbai,unmarried
Signature,M,C2833,engineer,03/11/1981,861243,Chennai,unmarried
Gold,M,C4757,doctor,05/05/1980,1066682,Delhi,unmarried
Silver,M,C2007,lawyer,02/28/1988,1072972,Mumbai,married
Gold,F,C5476,business,10/22/1987,1086360,Chennai,unmarried
Signature,F,C2943,doctor,12/01/1989,715367,Delhi,married
Gold,F,C5008,engineer,06/12/1982,1238417,Kolkata,married
Silver,F,C1575,teacher,09/30/1982,765127,Chennai,unmarried
Platinum,M,C4401,engineer,08/26/1983,763067,Kolkata,unmarried
Platinum,F,C4731,lawyer,08/19/1980,1881286,Chennai,unmarried
Signature,M,C3011,lawyer,11/03/1975,1328468,Mumbai,unmarried
Signature,F,C3417,doctor,10/29/1971,1434518,Kolkata,married
Gold,M,C5251,doctor,06/17/1981,773021,Kolkata,married
Silver,M,C2162,engineer,11/12/1973,619820,Mumbai,married
Silver,F,C1711,business,04/30/1985,966760,Delhi,married
Gold,M,C5150,business,10/20/1978,785372,Mumbai,unmarried
Silver,F,C1931,teacher,03/16/1980,1017065,Mumbai,married
Platinum,F,C4692,lawyer,12/05/1978,1474855,Delhi,unmarried
Signature,F,C2655,teacher,12/17/1975,1180100,Mumbai,married
Platinum,M,C3889,teacher,06/13/1975,1268126,Chennai,unmarried
Silver,F,C1617,teacher,02/27/1972,1735359,Kolkata,married
Signature,F,C2389,business,03/30/1979,749093,Chennai,married
Signature,F,C3432,teacher,04/24/1977,1615229,Mumbai,married
Signature,M,C3356,lawyer,11/24/1978,1181893,Bangalore,unmarried
Gold,F,C5325,doctor,07/20/1977,1481248,Delhi,unmarried
Signature,F,C2806,teacher,06/25/1983,1843905,Chennai,married
Gold,M,C4772,doctor,11/11/1971,1159524,Chennai,married
Platinum,M,C3624,business,06/03/1973,1531755,Bangalore,married
Signature,F,C2756,teacher,04/11/1985,1423114,Chennai,unmarried
Platinum,M,C4460,engineer,07/10/1978,1432726,Chennai,married
Silver,M,C1075,teacher,08/07/1978,1594131,Mumbai,unmarried
Silver,M,C1365,engineer,09/29/1977,1832288,Chennai,married
Signature,F,C2255,teacher,01/16/1975,1799105,Kolkata,married
Silver,M,C1675,doctor,08/02/1973,944368,Delhi,married
Signature,F,C3367,engineer,06/14/1974,1830191,Chennai,married
Signature,M,C2721,lawyer,03/18/1987,1159251,Kolkata,unmarried
Platinum,M,C3609,teacher,05/03/1983,1722816,Chennai,married
Platinum,M,C4172,business,11/02/1970,1748887,Chennai,married
Silver,F,C1477,business,04/12/1972,1489155,Bangalore,unmarried
Silver,F,C1445,doctor,03/08/1971,1296895,Bangalore,married
Gold,F,C5081,teacher,07/13/1981,795085,Mumbai,married
Gold,M,C5046,business,01/27/1981,1188897,Delhi,married
Silver,M,C2107,engineer,08/23/1982,1752840,Bangalore,unmarried
Silver,F,C1455,business,02/05/1975,954428,Chennai,unmarried
Silver,F,C1606,business,12/22/1972,749266,Delhi,married
Silver,F,C1202,doctor,02/22/1973,1363215,Mumbai,unmarried
Gold,M,C5498,doctor,02/17/1980,1433658,Bangalore,married
Silver,M,C1570,teacher,11/23/1984,1609132,Chennai,unmarried
Gold,F,C5585,doctor,10/13/1981,1044668,Mumbai,unmarried
Silver,M,C1510,doctor,08/25/1971,1478634,Kolkata,married
Signature,M,C3226,teacher,02/05/1980,1484602,Mumbai,unmarried
Signature,M,C2280,engineer,12/02/1976,830344,Delhi,unmarried
Signature,M,C2962,engineer,01/20/1980,1903600,Bangalore,unmarried
Gold,F,C5028,doctor,05/02/1971,721207,Chennai,married
Signature,M,C3112,doctor,01/28/1987,1805479,Bangalore,married
Platinum,F,C3755,business,05/21/1970,1251264,Chennai,unmarried
Silver,F,C2036,doctor,05/18/1977,814059,Chennai,unmarried
Silver,F,C1101,teacher,03/02/1975,2006964,Kolkata,married
Silver,M,C2141,doctor,12/18/1973,1551297,Kolkata,unmarried
Silver,M,C2218,teacher,12/05/1976,1892996,Mumbai,married
Silver,F,C1585,business,10/12/1979,1834166,Delhi,unmarried
Silver,F,C1052,lawyer,05/24/1980,1332690,Bangalore,married
Signature,M,C3105,doctor,07/17/1970,1290038,Mumbai,married
Gold,F,C5440,doctor,11/07/1989,1040809,Chennai,married
Silver,F,C2014,teacher,11/17/1975,1170715,Mumbai,unmarried
Silver,M,C1006,lawyer,01/05/1971,1793883,Kolkata,married
Signature,F,C3303,teacher,03/22/1975,1571123,Kolkata,married
Signature,F,C2862,doctor,02/02/1972,1718013,Kolkata,unmarried
Platinum,M,C4018,engineer,10/14/1985,1793937,Bangalore,unmarried
Silver,M,C1456,engineer,01/11/1974,1223871,Kolkata,unmarried
Platinum,M,C3847,business,05/13/1982,840500,Mumbai,unmarried
Gold,F,C5255,doctor,06/20/1972,1993099,Kolkata,married
Gold,M,C5296,business,07/05/1974,766338,Mumbai,married
Signature,M,C2887,lawyer,10/02/1981,1967515,Chennai,married
Silver,F,C1001,teacher,06/30/1984,1597926,Chennai,married
Platinum,M,C4319,teacher,10/22/1978,1061216,Delhi,married
Signature,M,C2598,engineer,10/29/1971,1686782,Delhi,married
Gold,M,C5318,doctor,10/16/1973,961148,Mumbai,unmarried
Platinum,F,C4093,doctor,10/18/1974,948354,Delhi,unmarried
Platinum,M,C3820,teacher,09/25/1981,1931704,Delhi,married
Platinum,M,C4004,doctor,11/27/1988,741769,Mumbai,unmarried
Platinum,M,C4576,teacher,07/01/1989,691189,Chennai,married
Gold,M,C5859,teacher,05/29/1978,1271508,Bangalore,married
Platinum,M,C4214,engineer,11/07/1973,1655753,Delhi,unmarried
Platinum,M,C4564,lawyer,05/09/1972,1070990,Delhi,unmarried
Silver,M,C1717,business,02/08/1981,1246621,Chennai,married
Gold,M,C5631,lawyer,04/20/1989,1941429,Kolkata,unmarried
Signature,F,C2918,business,09/06/1978,668082,Chennai,unmarried
Platinum,F,C4607,engineer,06/30/1988,1962011,Chennai,married
Silver,F,C1818,engineer,10/31/1974,1101427,Kolkata,unmarried
Signature,M,C2634,teacher,02/23/1970,1643581,Mumbai,unmarried
Signature,M,C2418,lawyer,05/31/1980,1156271,Mumbai,unmarried
Signature,M,C3105,doctor,07/17/1970,1290038,Mumbai,married
Gold,M,C5819,business,08/05/1988,1055205,Chennai,unmarried
Platinum,F,C3894,lawyer,04/01/1973,1568767,Bangalore,married
Platinum,M,C4558,lawyer,08/15/1988,1635994,Bangalore,married
Silver,F,C1948,lawyer,08/02/1984,900185,Bangalore,married
Silver,F,C1174,teacher,12/21/1978,851837,Mumbai,married
Signature,F,C2429,lawyer,04/13/1988,1348923,Kolkata,unmarried
Platinum,M,C4406,lawyer,06/01/1984,876551,Kolkata,married
Silver,M,C1025,teacher,12/17/1987,1077154,Mumbai,unmarried
Gold,M,C4790,business,12/23/1979,757148,Bangalore,unmarried
Gold,M,C4871,business,04/07/1980,1276039,Chennai,unmarried
Platinum,F,C4383,business,07/27/1978,1040962,Mumbai,married
Silver,F,C1245,business,10/27/1971,1192491,Chennai,unmarried
Gold,M,C5734,business,05/19/1976,1780826,Bangalore,married
Silver,F,C1013,business,05/14/1972,1909671,Kolkata,unmarried
Silver,F,C1067,engineer,09/10/1984,680490,Chennai,unmarried
Platinum,M,C3612,engineer,03/26/1974,1424105,Delhi,married
Platinum,F,C4290,teacher,12/06/1977,1161319,Mumbai,married
Signature,F,C3495,engineer,06/27/1985,1071511,Bangalore,married
Platinum,M,C4312,teacher,06/01/1975,1810937,Mumbai,unmarried
Gold,F,C5044,teacher,06/14/1973,1934202,Bangalore,married
Signature,M,C3153,business,06/01/1973,1831909,Bangalore,unmarried
Signature,F,C3434,engineer,05/21/1981,727480,Kolkata,unmarried
Gold,M,C5344,lawyer,04/30/1986,665788,Chennai,unmarried
Signature,M,C3102,teacher,10/27/1980,1080880,Mumbai,unmarried
Gold,F,C4834,doctor,07/12/1986,1072081,Kolkata,married
Platinum,F,C4279,doctor,10/16/1973,1211215,Chennai,unmarried
Gold,F,C4948,doctor,07/08/1985,806839,Chennai,unmarried
Silver,M,C2120,lawyer,12/29/1972,1126797,Bangalore,married
Platinum,F,C4433,doctor,02/15/1973,1274710,Mumbai,unmarried
Silver,F,C1706,engineer,01/16/1973,1611746,Bangalore,unmarried
Gold,M,C5271,doctor,03/02/1984,711386,Bangalore,unmarried
Silver,M,C2077,lawyer,07/04/1986,1239933,Delhi,unmarried
Silver,M,C1810,teacher,11/11/1980,1408299,Delhi,unmarried
Gold,M,C4992,lawyer,08/15/1982,1100365,Delhi,unmarried
Signature,M,C2491,business,07/19/1976,1360556,Kolkata,unmarried
Silver,F,C1061,doctor,01/08/1988,1606121,Chennai,unmarried
Silver,F,C1595,lawyer,09/22/1987,676323,Mumbai,unmarried
Platinum,M,C4742,doctor,07/26/1986,860083,Kolkata,unmarried
Signature,M,C3249,lawyer,08/28/1981,1487989,Kolkata,married
Gold,M,C5152,teacher,11/01/1988,1865217,Kolkata,unmarried
Signature,F,C3495,engineer,06/27/1985,1071511,Bangalore,married
Platinum,F,C3717,business,04/24/1975,1131047,Kolkata,married
Signature,F,C2460,doctor,09/01/1986,1270715,Mumbai,married
Platinum,F,C4461,teacher,12/08/1972,1511009,Bangalore,unmarried
Silver,F,C2195,engineer,07/24/1973,1307175,Chennai,unmarried
Silver,F,C1161,lawyer,05/08/1983,1442725,Chennai,unmarried
Silver,F,C1219,lawyer,01/02/1984,1786236,Bangalore,married
Signature,M,C3005,business,01/02/1984,1484775,Delhi,unmarried
Signature,M,C3160,lawyer,05/10/1983,1529986,Kolkata,unmarried
Silver,F,C1607,doctor,04/03/1978,819593,Bangalore,married
Gold,M,C5260,engineer,08/24/1987,926567,Delhi,married
Silver,M,C1115,lawyer,11/06/1970,657998,Bangalore,unmarried
Silver,M,C1091,engineer,08/23/1982,761981,Bangalore,married
Platinum,M,C3709,engineer,10/02/1986,1024562,Kolkata,unmarried
Signature,M,C3466,engineer,05/28/1989,1609951,Delhi,married
Platinum,F,C4517,business,11/01/1988,767293,Bangalore,unmarried
Signature,M,C3205,lawyer,06/05/1982,1292177,Kolkata,married
Platinum,M,C4011,teacher,11/20/1984,1938189,Delhi,married
Signature,M,C2378,teacher,06/10/1976,1849135,Bangalore,married
Platinum,M,C4004,doctor,11/27/1988,741769,Mumbai,unmarried
Platinum,M,C4531,teacher,09/26/1970,1013156,Kolkata,married
Platinum,M,C4213,doctor,02/21/1973,1496143,Kolkata,married
Gold,M,C5533,business,07/07/1972,1609878,Kolkata,unmarried
Signature,F,C2584,business,03/29/1979,630933,Chennai,married
Signature,M,C3375,business,04/14/1975,617529,Bangalore,married
Platinum,M,C4672,doctor,05/02/1976,1090819,Kolkata,married
Gold,F,C5440,doctor,11/07/1989,1040809,Chennai,married
Platinum,M,C3873,teacher,01/24/1975,1314234,Chennai,unmarried
Platinum,F,C4109,lawyer,06/26/1973,1799792,Chennai,unmarried
Silver,M,C1325,business,12/05/1975,1668227,Delhi,married
Platinum,F,C4049,teacher,06/17/1971,1282270,Mumbai,unmarried
Gold,M,C4958,business,05/28/1975,1880775,Chennai,unmarried
Gold,M,C5578,business,06/22/1982,1241731,Mumbai,unmarried
Gold,M,C5324,lawyer,06/10/1982,1904474,Chennai,married
Gold,F,C5255,doctor,06/20/1972,1993099,Kolkata,married
Gold,M,C5996,doctor,08/11/1983,1387443,Chennai,married
Signature,F,C3392,business,02/10/1986,1253529,Mumbai,unmarried
Gold,F,C5292,business,12/05/1977,1258165,Chennai,unmarried
Gold,F,C5923,lawyer,11/30/1973,1015217,Mumbai,unmarried
Gold,M,C5169,teacher,07/07/1979,1190558,Delhi,married
Gold,F,C5910,doctor,03/27/1981,806104,Kolkata,unmarried
Signature,F,C2590,lawyer,10/28/1979,1211489,Chennai,married
Platinum,M,C4173,lawyer,11/24/1984,806246,Delhi,unmarried
Platinum,M,C4497,engineer,10/23/1973,877925,Bangalore,unmarried
Silver,M,C1643,lawyer,11/17/1986,1282139,Chennai,married
Platinum,F,C3706,doctor,01/09/1982,1871766,Kolkata,married
Gold,M,C5293,teacher,07/16/1976,1363249,Chennai,married
Silver,M,C1667,lawyer,11/03/1975,1337296,Chennai,married
Platinum,F,C3824,lawyer,12/18/1972,1044741,Delhi,married
Signature,M,C3389,engineer,05/20/1973,691629,Chennai,unmarried
Silver,F,C2231,lawyer,10/03/1989,703523,Kolkata,married
Platinum,M,C3838,engineer,12/19/1976,1487546,Chennai,unmarried
Platinum,M,C3743,teacher,06/18/1982,1996405,Delhi,unmarried
Signature,M,C2664,business,04/20/1975,882464,Chennai,married
Gold,F,C5909,engineer,03/24/1975,1817496,Delhi,married
Silver,F,C2214,business,05/02/1975,894792,Kolkata,unmarried
Silver,M,C1515,engineer,04/30/1974,2009722,Delhi,married
Gold,F,C5325,doctor,07/20/1977,1481248,Delhi,unmarried
Signature,F,C3260,doctor,06/17/1981,878803,Chennai,married
Gold,F,C5943,lawyer,08/24/1972,964430,Chennai,married
Signature,F,C2727,business,08/17/1981,1016876,Mumbai,unmarried
Signature,F,C2495,business,08/10/1972,1132658,Delhi,unmarried
Signature,M,C3388,teacher,10/16/1977,814245,Bangalore,unmarried
Platinum,M,C3847,business,05/13/1982,840500,Mumbai,unmarried
Signature,M,C3046,teacher,02/01/1984,1602157,Mumbai,unmarried
Platinum,F,C4379,teacher,03/01/1971,865893,Mumbai,married
Signature,M,C3056,doctor,11/21/1970,1314727,Delhi,married
Silver,F,C1260,lawyer,09/21/1973,1879176,Mumbai,married
Gold,M,C5100,teacher,07/12/1985,677896,Mumbai,married
Platinum,F,C3673,lawyer,10/11/1973,1692308,Chennai,married
Signature,F,C2651,business,09/13/1974,1075765,Chennai,married
Platinum,F,C4579,engineer,03/30/1981,1431789,Chennai,married
Platinum,F,C3721,teacher,12/16/1977,1905294,Mumbai,married
Silver,F,C1953,lawyer,04/14/1974,1203862,Kolkata,unmarried
Gold,M,C5411,teacher,12/01/1981,1202571,Mumbai,married
Signature,F,C2775,teacher,12/01/1983,1777997,Kolkata,unmarried
Gold,M,C4922,lawyer,11/26/1980,879051,Kolkata,married
Gold,M,C5726,doctor,10/31/1979,1805816,Mumbai,married
Silver,M,C1405,teacher,11/05/1975,1081964,Chennai,unmarried
Signature,M,C2467,engineer,02/29/1980,1762199,Chennai,married
Platinum,F,C4289,teacher,12/09/1974,1068829,Bangalore,married
Platinum,F,C4102,engineer,12/23/1981,1935085,Delhi,married
Platinum,M,C4212,lawyer,04/16/1976,822069,Delhi,married
Gold,F,C5548,engineer,04/08/1970,840103,Kolkata,unmarried
Gold,M,C5819,business,08/05/1988,1055205,Chennai,unmarried
Signature,M,C3187,lawyer,05/28/1982,719635,Chennai,married
Signature,F,C3273,business,06/18/1984,1349191,Bangalore,married
Platinum,F,C4191,lawyer,01/04/1980,818761,Chennai,married
Gold,M,C5527,engineer,07/17/1977,1073959,Mumbai,unmarried
Gold,M,C5471,doctor,04/27/1978,634497,Bangalore,married
Gold,M,C5628,business,03/29/1989,649794,Delhi,married
Gold,M,C5788,teacher,06/21/1985,1361144,Bangalore,unmarried
Silver,M,C1099,business,12/31/1975,1272431,Chennai,unmarried
Platinum,M,C3675,business,02/11/1987,1813476,Mumbai,unmarried
Platinum,M,C4638,engineer,01/22/1979,1146762,Chennai,married
Platinum,M,C4619,engineer,09/15/1982,1174998,Delhi,married
Platinum,M,C3524,teacher,06/15/1986,738352,Mumbai,married
Signature,M,C2955,teacher,04/20/1975,1288779,Delhi,unmarried
Platinum,F,C3975,doctor,07/18/1985,1061293,Chennai,married
Gold,M,C5834,teacher,01/30/1984,1834361,Mumbai,unmarried
Signature,F,C2557,teacher,01/06/1980,1732063,Chennai,married
Silver,F,C1396,business,03/11/1980,1193258,Chennai,married
Silver,F,C1707,doctor,07/09/1984,1439547,Bangalore,married
Silver,M,C2141,doctor,12/18/1973,1551297,Kolkata,unmarried
Silver,M,C1909,business,03/08/1986,1942189,Kolkata,married
Silver,F,C1047,doctor,12/01/1977,1406015,Kolkata,unmarried
Silver,M,C1438,doctor,03/18/1989,1780962,Mumbai,unmarried
Silver,M,C2002,engineer,08/26/1988,1442458,Bangalore,unmarried
Silver,M,C1115,lawyer,11/06/1970,657998,Bangalore,unmarried
Silver,M,C1920,business,10/03/1974,1764470,Mumbai,unmarried
Silver,M,C1510,doctor,08/25/1971,1478634,Kolkata,married
