customer_id,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_date,motor_addon,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
SB3001109,2009-06-26,IN,500/1000,1000,1074.07,0,0,-47500,2015-01-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,3052 Weaver Ridge,16,3,NO,0,3,YES,60940,5540,11080,44320,Nissan,Ultima,2006
SB3001110,2009-01-11,OH,250/500,500,1337.56,0,0,0,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,5211 Weaver Drive,18,1,?,1,2,YES,74700,7470,14940,52290,Dodge,RAM,2010
SB3001111,2003-03-18,IN,100/300,500,1298.91,6000000,52600,-38800,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,7253 MLK St,0,1,YES,0,0,?,70000,14000,7000,49000,Ford,F150,2015
SB3001112,2012-11-02,IL,500/1000,500,1222.75,0,0,-41000,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Columbus,1454 5th Ridge,12,3,?,2,0,NO,81070,14740,14740,51590,BMW,X5,2001
SB3001113,2000-05-04,IN,100/300,1000,1059.52,0,0,-40600,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,5622 Best Ridge,13,2,?,1,1,?,57720,14430,9620,33670,Saab,93,2007
SB3001114,1999-09-29,OH,250/500,2000,1124.38,0,0,0,2015-02-24,Vehicle Theft,?,Minor Damage,None,VA,Northbrook,4574 Britain Hwy,9,1,YES,1,1,YES,7080,1180,1180,4720,Ford,F150,2001
SB3001115,1999-03-09,IN,100/300,1000,1110.37,10000000,34400,-56800,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4539 Texas St,14,3,NO,0,1,?,47700,4770,9540,33390,Accura,MDX,1997
SB3001116,1991-02-13,IL,500/1000,2000,1374.22,0,62000,-63100,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,8118 Elm Ridge,16,1,NO,0,3,NO,51260,9320,9320,32620,Suburu,Legacy,2002
SB3001117,1993-08-05,OH,500/1000,2000,1103.58,0,41200,-36200,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,3814 Britain Drive,20,3,?,2,2,NO,70400,6400,12800,51200,Toyota,Highlander,2011
SB3001118,1997-10-31,IL,250/500,2000,1269.76,0,44300,0,2015-01-17,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4614 MLK Ave,4,1,NO,1,3,YES,90000,18000,9000,63000,Ford,Fusion,2015
SB3001119,2001-04-21,OH,250/500,500,964.79,8000000,58000,0,2015-02-20,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1628 Best Drive,7,3,?,0,1,?,72820,13240,6620,52960,BMW,3 Series,2010
SB3001120,2013-01-08,IL,500/1000,2000,1167.3,4000000,0,0,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,8381 Solo Hwy,22,1,NO,2,0,?,69300,13860,13860,41580,Volkswagen,Passat,2000
SB3001121,2009-07-23,IL,500/1000,500,1625.45,4000000,0,-53700,2015-01-23,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,2100 MLK St,11,1,NO,2,1,NO,76560,12760,12760,51040,Ford,Fusion,2008
SB3001122,1998-02-20,IL,250/500,500,1394.43,0,0,0,2015-01-31,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,5071 Flute Ridge,7,1,?,0,1,YES,55440,0,6160,49280,Nissan,Maxima,1999
SB3001123,2008-03-13,OH,250/500,2000,1053.24,0,51100,0,2015-01-05,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,7551 Britain Lane,0,4,YES,1,0,NO,77130,8570,17140,51420,Accura,MDX,1995
SB3001124,1996-08-20,IL,100/300,500,1040.75,0,0,0,2015-02-03,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,2275 Best Lane,1,1,YES,1,1,?,42000,7000,7000,28000,BMW,X5,2011
SB3001125,2014-07-27,IN,250/500,1000,1302.4,6000000,47200,-69700,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,1598 3rd Drive,12,3,NO,2,3,YES,36300,3300,9900,23100,Ford,Escape,2013
SB3001126,1992-11-09,IL,100/300,2000,1588.55,0,59600,-32100,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,7740 MLK St,8,1,NO,0,0,?,40320,5760,5760,28800,Suburu,Impreza,2001
SB3001127,2012-06-04,IN,500/1000,500,1399.26,0,70500,0,2015-02-08,Parked Car,?,Minor Damage,Police,PA,Northbrook,1240 Tree Lane,9,1,?,2,0,?,3960,330,660,2970,BMW,M5,1998
SB3001128,2001-05-13,OH,100/300,2000,1352.31,0,40700,-47300,2015-02-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,8983 Francis Ridge,22,1,YES,0,3,YES,63840,10640,10640,42560,BMW,X5,2006
SB3001129,2011-09-17,IL,250/500,1000,1139,6000000,42400,0,2015-01-14,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,7756 Solo Drive,0,3,?,1,2,?,44730,4970,4970,34790,Saab,92x,2000
SB3001130,2011-07-15,IN,250/500,1000,1397.67,0,57900,0,2015-01-22,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,9034 Weaver Ridge,0,3,YES,1,2,NO,84720,14120,14120,56480,Ford,Escape,1999
SB3001131,2005-07-27,IN,250/500,500,823.17,0,0,0,2015-02-23,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,1126 Texas Hwy,3,3,?,2,2,NO,61500,6150,12300,43050,Dodge,RAM,2012
SB3001132,2005-10-18,OH,100/300,500,965.13,0,60000,-54800,2015-02-22,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,2808 Elm St,21,3,?,0,1,?,51000,8500,8500,34000,Nissan,Pathfinder,2013
SB3001133,1996-01-19,IL,500/1000,1000,1922.84,0,0,-45200,2015-01-24,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,5061 Francis Ave,0,1,?,2,1,NO,46800,4680,9360,32760,Jeep,Wrangler,2002
SB3001134,2005-09-29,OH,250/500,2000,1624.82,0,65300,-65600,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4965 MLK Drive,16,1,?,1,1,?,78120,17360,8680,52080,BMW,3 Series,2006
SB3001135,1997-02-18,IN,250/500,2000,1277.25,0,84900,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,8668 Flute St,14,1,NO,1,2,?,69200,13840,6920,48440,Volkswagen,Passat,1996
SB3001136,2010-05-11,IL,100/300,1000,1439.34,0,45300,-20400,2015-01-01,Vehicle Theft,?,Minor Damage,Police,VA,Riverwood,2577 Washington Drive,9,1,?,0,0,NO,3690,410,410,2870,Ford,Escape,2015
SB3001137,2009-02-06,IL,250/500,1000,1281.27,0,68900,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,7709 Rock Lane,9,3,NO,0,3,?,65500,6550,6550,52400,BMW,X5,2010
SB3001138,2013-07-09,IL,500/1000,500,1348.83,0,46300,-77500,2015-02-01,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,9358 Texas Ridge,21,3,?,1,2,YES,76120,13840,6920,55360,Toyota,Camry,1999
SB3001139,1992-06-06,IL,250/500,1000,1198.15,0,0,-43200,2015-02-21,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,8080 Oak Lane,19,3,NO,0,2,YES,73560,12260,12260,49040,BMW,X5,1995
SB3001140,1998-03-08,OH,100/300,2000,1221.22,0,76000,0,2015-01-21,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,6408 Weaver Ridge,2,1,YES,0,1,?,52030,9460,4730,37840,Mercedes,E400,2008
SB3001141,2004-03-29,IL,500/1000,2000,968.74,0,0,-49000,2015-01-19,Vehicle Theft,?,Trivial Damage,None,SC,Northbrook,5532 Weaver Ridge,9,1,?,2,3,?,5170,470,940,3760,Suburu,Forrestor,2001
SB3001142,2006-06-01,IN,250/500,1000,1220.71,0,58600,-28700,2015-02-27,Parked Car,?,Minor Damage,None,SC,Northbend,9101 2nd Hwy,5,1,?,2,1,YES,8190,1890,1260,5040,Chevrolet,Silverado,2013
SB3001143,1994-06-08,IN,250/500,2000,1238.62,6000000,0,-56200,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,8576 Andromedia St,14,1,?,2,3,?,70800,7080,14160,49560,Accura,MDX,2012
SB3001144,1998-02-12,IL,500/1000,2000,1320.75,0,54100,0,2015-02-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,6315 2nd Lane,20,3,?,0,3,YES,45630,5070,5070,35490,Accura,MDX,2011
SB3001145,2000-11-16,OH,100/300,500,990.98,0,0,-57900,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,1536 Flute Drive,18,1,YES,2,1,?,99320,7640,15280,76400,Accura,TL,2002
SB3001146,2004-10-24,IL,500/1000,500,1398.51,4000000,0,-57100,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,4672 MLK St,13,3,?,2,0,NO,64000,12800,6400,44800,BMW,X6,1996
SB3001147,2009-11-08,OH,100/300,500,1355.08,0,58100,0,2015-01-19,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,2204 Washington Lane,21,1,?,1,1,?,47300,4730,4730,37840,Nissan,Pathfinder,2014
SB3001148,1996-09-21,IL,100/300,1000,1384.51,0,13100,-38200,2015-02-18,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,9484 Pine Drive,14,1,NO,2,3,?,71680,8960,8960,53760,Volkswagen,Jetta,2007
SB3001149,1995-07-16,OH,250/500,500,847.03,0,0,0,2015-02-08,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,5431 3rd Ridge,1,1,?,1,0,YES,112320,17280,17280,77760,Suburu,Impreza,2011
SB3001150,2001-06-09,OH,100/300,1000,1000.06,0,0,0,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,7121 Britain Drive,17,1,?,1,0,?,82720,7520,15040,60160,Audi,A3,2014
SB3001151,2002-10-06,IL,100/300,1000,1046.71,0,0,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,8586 1st Ridge,4,3,?,2,1,?,48060,10680,5340,32040,Mercedes,C300,2009
SB3001152,1997-07-14,IN,250/500,500,1158.03,0,31900,-44600,2015-01-08,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,7582 Pine Drive,23,3,YES,1,3,YES,63570,9780,9780,44010,Volkswagen,Jetta,2006
SB3001153,1994-11-11,OH,100/300,1000,1372.27,0,17600,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,1388 Embaracadero Hwy,13,3,NO,2,3,?,63240,10540,10540,42160,Suburu,Forrestor,1997
SB3001154,2012-06-23,OH,100/300,1000,1053.04,7000000,52000,-44500,2015-02-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Northbrook,5621 4th Ave,20,3,NO,1,3,?,54240,9040,9040,36160,Saab,93,2013
SB3001155,2007-02-18,OH,100/300,1000,1275.39,0,0,0,2015-02-12,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Riverwood,8150 Washington Ridge,16,1,YES,2,3,NO,37280,0,0,37280,Audi,A5,1996
SB3001156,2005-06-27,OH,100/300,2000,1402.75,0,0,0,2015-02-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,4268 2nd Ave,10,3,?,2,1,YES,72100,7210,14420,50470,Jeep,Wrangler,2006
SB3001157,1999-09-29,IN,250/500,500,1344.36,7000000,0,0,2015-02-06,Parked Car,?,Minor Damage,None,WV,Northbend,6375 2nd Lane,8,1,?,2,3,NO,6500,1300,650,4550,Saab,92x,2013
SB3001158,2006-05-14,IN,100/300,1000,1197.71,0,29000,0,2015-02-14,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Springfield,3770 Flute Drive,17,3,?,2,0,?,78240,13040,13040,52160,Suburu,Legacy,2013
SB3001159,2010-04-29,OH,100/300,500,1203.24,0,62500,-66900,2015-02-05,Vehicle Theft,?,Minor Damage,Police,NY,Columbus,1562 Britain St,9,1,?,2,0,?,6200,1240,620,4340,Honda,Accord,1999
SB3001160,1992-11-10,IN,500/1000,1000,1152.4,0,39600,-82400,2015-01-25,Parked Car,?,Minor Damage,Police,VA,Springfield,1681 Cherokee Hwy,0,1,YES,2,3,?,6160,560,1680,3920,Mercedes,E400,2014
SB3001161,1999-07-24,IN,500/1000,2000,1142.62,7000000,0,-54000,2015-01-16,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,7523 Oak Lane,12,1,?,2,0,?,76050,11700,11700,52650,Chevrolet,Silverado,1997
SB3001162,1992-02-22,OH,500/1000,1000,1332.07,0,49700,-59100,2015-01-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,1815 Cherokee Drive,20,2,NO,2,1,YES,86060,13240,13240,59580,Volkswagen,Passat,2002
SB3001163,2002-09-13,OH,500/1000,1000,1166.54,0,47700,-59300,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,9316 Pine Ave,3,1,YES,2,0,NO,107900,10790,21580,75530,Dodge,Neon,1997
SB3001164,2003-08-09,IL,250/500,500,1495.06,0,38100,-31400,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Columbus,2733 Texas Drive,18,3,NO,2,0,YES,99990,18180,18180,63630,Mercedes,E400,2011
SB3001165,2007-12-04,IN,500/1000,1000,1337.92,0,71400,0,2015-02-23,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Columbus,7684 Francis Ridge,4,3,NO,2,2,YES,61380,11160,5580,44640,Suburu,Legacy,2012
SB3001166,2002-07-22,OH,250/500,2000,1587.96,0,0,-26900,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,8991 Embaracadero Ave,18,1,?,2,1,YES,71280,12960,12960,45360,Audi,A5,2012
SB3001167,1992-07-03,IL,500/1000,1000,1362.29,0,0,-51100,2015-02-27,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbend,4905 Francis Ave,18,3,NO,0,0,NO,64000,12800,6400,44800,Saab,95,1999
SB3001168,2005-03-29,IL,250/500,500,1448.84,0,0,-50000,2015-02-21,Parked Car,?,Trivial Damage,Police,SC,Hillsdale,7783 Lincoln Hwy,7,1,?,0,1,NO,5940,660,660,4620,Toyota,Highlander,2015
SB3001169,2008-03-16,IN,250/500,2000,1241.97,0,75400,0,2015-01-05,Parked Car,?,Minor Damage,None,NY,Hillsdale,8749 Tree St,18,1,NO,1,0,NO,6700,670,670,5360,Jeep,Wrangler,2011
SB3001170,1999-05-23,IL,250/500,500,1124.6,0,0,0,2015-01-30,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,4985 Sky Lane,23,3,YES,0,0,?,51740,11940,7960,31840,Jeep,Wrangler,2006
SB3001171,2012-11-22,OH,250/500,2000,1079.92,0,88800,0,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,7534 MLK Hwy,1,1,?,0,1,YES,53600,6700,6700,40200,Volkswagen,Jetta,2007
SB3001172,1993-01-29,IL,250/500,1000,1447.78,0,35100,-59900,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,8689 Maple Hwy,15,3,YES,1,0,?,44910,4990,4990,34930,Dodge,Neon,2001
SB3001173,2003-02-11,IN,250/500,500,1229.16,4000000,0,-88300,2015-02-23,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Hillsdale,9153 3rd Hwy,2,3,?,0,2,YES,48100,11100,7400,29600,Volkswagen,Jetta,2014
SB3001174,1990-08-15,IL,100/300,1000,1226.49,0,53900,0,2015-02-05,Vehicle Theft,?,Trivial Damage,None,WV,Riverwood,5904 1st Drive,3,1,NO,0,1,NO,6100,610,1220,4270,Ford,Fusion,2002
SB3001175,2010-03-06,IN,100/300,2000,897.89,6000000,0,-41300,2015-01-21,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,4519 Embaracadero St,13,1,?,1,0,YES,79600,15920,15920,47760,Jeep,Wrangler,2011
SB3001176,1990-09-27,IN,100/300,500,1706.79,0,0,0,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,9706 MLK Lane,1,1,NO,1,1,YES,77040,8560,8560,59920,Honda,Civic,1998
SB3001177,2005-06-17,IL,250/500,1000,1254.18,0,0,-45100,2015-01-11,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,6012 Texas Hwy,16,1,YES,0,1,?,62590,11380,11380,39830,Volkswagen,Jetta,2003
SB3001178,2001-09-14,IN,500/1000,500,885.08,0,27000,-58900,2015-02-06,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,4098 Weaver Ridge,0,1,YES,0,1,NO,85150,13100,13100,58950,Chevrolet,Malibu,1998
SB3001179,2011-01-07,IL,100/300,500,1046.58,4000000,0,-31700,2015-01-24,Vehicle Theft,?,Trivial Damage,None,NY,Hillsdale,6193 1st Hwy,1,1,?,2,1,NO,4950,450,900,3600,Chevrolet,Silverado,2010
SB3001180,2003-09-13,OH,500/1000,2000,1712.68,0,72200,0,2015-02-18,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Riverwood,4053 Sky Lane,17,3,?,2,0,YES,51100,10220,5110,35770,Audi,A3,2006
SB3001181,1997-10-24,IL,500/1000,2000,1097.71,0,29600,-22300,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,8964 Francis St,13,1,YES,2,3,?,100800,16800,16800,67200,Dodge,Neon,1997
SB3001182,2009-01-04,IN,250/500,500,1363.77,4000000,51100,0,2015-01-17,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,9748 Sky Drive,12,1,YES,2,3,NO,90970,16540,16540,57890,Accura,RSX,2009
SB3001183,1998-10-12,OH,100/300,500,1382.88,7000000,0,-30300,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,2293 Washington Ave,11,1,?,1,1,YES,81840,14880,7440,59520,Chevrolet,Malibu,2011
SB3001184,1993-02-23,OH,100/300,1000,1141.35,7000000,0,0,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,3656 Solo Ave,18,1,?,0,2,NO,54900,5490,5490,43920,Mercedes,C300,2013
SB3001185,1996-07-07,OH,500/1000,500,1054.83,7000000,0,-51300,2015-02-25,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,8579 Apache Drive,17,1,YES,2,3,NO,88660,8060,16120,64480,Mercedes,C300,2007
SB3001186,2013-01-23,IL,100/300,2000,1057.77,0,0,-57700,2015-02-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,2003 Maple Hwy,22,3,?,1,1,NO,18000,2250,2250,13500,Audi,A3,2009
SB3001187,2006-12-06,IN,250/500,2000,1488.02,0,0,-39200,2015-02-25,Vehicle Theft,?,Minor Damage,Police,NY,Northbrook,5445 Tree Hwy,9,1,YES,1,3,YES,5500,1100,550,3850,Chevrolet,Tahoe,2010
SB3001188,2014-02-23,IN,100/300,500,920.3,5000000,51000,-67900,2015-02-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,9730 2nd Hwy,11,3,?,1,0,?,73920,13440,6720,53760,Honda,Civic,2003
SB3001189,2007-11-16,OH,500/1000,1000,986.53,0,62700,0,2015-02-16,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Columbus,7819 Oak St,11,1,NO,0,2,YES,101860,18520,18520,64820,Honda,CRV,2007
SB3001190,1999-04-17,OH,250/500,2000,1440.68,0,25000,0,2015-02-09,Parked Car,?,Minor Damage,None,SC,Riverwood,1845 Best St,8,1,YES,0,1,YES,5390,980,980,3430,Volkswagen,Passat,2008
SB3001191,2006-02-06,IN,250/500,1000,1086.21,0,68500,-57500,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,2500 Tree St,18,1,?,1,2,?,50490,5610,5610,39270,Nissan,Maxima,2001
SB3001192,1993-10-20,OH,100/300,2000,1367.68,0,0,0,2015-01-11,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Arlington,6955 Pine Drive,13,1,NO,0,3,NO,55500,5550,11100,38850,Mercedes,C300,2012
SB3001193,2006-01-01,OH,500/1000,1000,1215.85,0,42900,-90200,2015-01-02,Vehicle Theft,?,Minor Damage,Police,VA,Hillsdale,6165 Rock Ridge,8,1,YES,1,1,YES,7040,1280,640,5120,Nissan,Maxima,2015
SB3001194,2003-04-04,IL,250/500,2000,1191.19,4000000,29300,0,2015-02-12,Multi-vehicle Collision,Rear Collision,Total Loss,Other,VA,Northbrook,3653 Elm Drive,9,3,?,0,1,YES,40160,5020,0,35140,Chevrolet,Tahoe,2003
SB3001195,2014-07-05,IL,500/1000,1000,1594.45,0,0,0,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,Columbus,5812 3rd Hwy,17,2,YES,2,3,NO,55680,6960,6960,41760,Saab,95,2006
SB3001196,1996-01-16,IN,250/500,2000,1463.07,0,0,0,2015-01-24,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,4939 Best St,3,1,?,1,1,NO,5300,530,530,4240,Jeep,Grand Cherokee,2001
SB3001197,2002-04-19,OH,250/500,500,1734.09,0,0,0,2015-01-12,Parked Car,?,Trivial Damage,None,WV,Arlington,4964 Elm Lane,6,1,YES,0,3,?,5200,650,650,3900,Accura,MDX,2006
SB3001198,2005-12-10,IL,250/500,500,1411.43,0,45100,-32800,2015-01-16,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,9588 Solo St,17,1,YES,2,1,NO,59400,5940,11880,41580,Honda,Civic,2014
SB3001199,1994-11-07,OH,100/300,2000,1512.58,0,47600,0,2015-01-13,Vehicle Theft,?,Minor Damage,Police,SC,Arlington,8718 Apache Lane,7,1,?,1,1,?,2520,280,280,1960,BMW,3 Series,1997
SB3001200,2012-06-02,IL,250/500,2000,1153.35,0,0,0,2015-02-02,Vehicle Theft,?,Trivial Damage,Police,NY,Hillsdale,3590 Best Hwy,9,1,NO,2,1,YES,5760,960,960,3840,Suburu,Impreza,2011
SB3001201,1998-04-07,OH,250/500,500,1722.95,0,63100,-13800,2015-02-28,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,Hillsdale,6149 Best Ridge,3,1,?,2,0,YES,76700,7670,7670,61360,Suburu,Legacy,2006
SB3001202,2007-04-25,IN,250/500,2000,1281.07,7000000,0,0,2015-01-18,Parked Car,?,Trivial Damage,Police,NY,Springfield,4116 Embaracadero Lane,6,1,NO,0,2,NO,5920,740,740,4440,Chevrolet,Malibu,2015
SB3001203,2000-06-30,IL,100/300,500,1011.92,0,0,0,2015-02-15,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,3486 Flute Ave,7,3,YES,0,3,?,64350,7150,7150,50050,Chevrolet,Tahoe,2009
SB3001204,1996-06-04,IL,250/500,2000,1042.26,0,0,0,2015-01-31,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,5994 5th Ave,21,3,NO,1,2,?,19080,4240,2120,12720,Saab,93,1995
SB3001205,2009-05-09,OH,500/1000,500,1235.1,0,66400,-34400,2015-02-10,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Springfield,9138 3rd St,14,1,NO,2,1,NO,54400,5440,5440,43520,BMW,M5,2011
SB3001206,2001-07-08,OH,100/300,2000,768.91,0,0,-39300,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Columbus,3743 Andromedia Ridge,0,1,?,1,0,NO,59800,5980,5980,47840,Ford,F150,1999
SB3001207,1993-09-20,OH,500/1000,500,1301.72,0,0,0,2015-02-25,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,Springfield,7644 Tree Ridge,14,3,?,0,3,YES,72000,7200,7200,57600,Audi,A3,2005
SB3001208,2009-11-03,IN,250/500,500,1451.54,3000000,0,0,2015-01-08,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Riverwood,3167 2nd St,13,4,NO,2,3,NO,65070,7230,14460,43380,Mercedes,C300,2003
SB3001209,2014-12-10,IN,250/500,500,767.14,0,25500,-36700,2015-01-14,Parked Car,?,Trivial Damage,Police,WV,Columbus,3327 Lincoln Drive,8,1,NO,0,1,NO,8800,1760,880,6160,Suburu,Legacy,2002
SB3001210,1994-01-08,OH,250/500,2000,1620.89,0,0,0,2015-02-03,Vehicle Theft,?,Minor Damage,Police,NC,Hillsdale,8621 Best Ridge,7,1,NO,2,0,NO,6120,1020,1020,4080,Toyota,Corolla,2015
SB3001211,2006-08-05,IN,500/1000,2000,1048.46,0,59900,0,2015-01-05,Vehicle Theft,?,Trivial Damage,None,OH,Columbus,3878 Tree Lane,9,1,?,1,2,?,7080,1180,590,5310,Dodge,RAM,1999
SB3001212,2007-02-07,OH,100/300,1000,1538.26,6000000,62200,-31400,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,9760 Solo Lane,12,3,YES,2,3,YES,34320,8580,4290,21450,Volkswagen,Passat,2009
SB3001213,2001-04-09,OH,500/1000,2000,1217.69,0,24000,0,2015-01-26,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,9138 1st St,6,3,?,1,0,?,53460,9720,9720,34020,Dodge,Neon,2004
SB3001214,1995-02-17,IN,100/300,2000,1362.64,5000000,0,0,2015-01-21,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Columbus,3414 Elm Ave,11,1,YES,1,3,?,81360,6780,13560,61020,Suburu,Legacy,2009
SB3001215,1995-07-25,OH,100/300,1000,1279.13,0,0,0,2015-02-06,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Springfield,3172 Tree Ridge,5,3,?,1,2,YES,81070,7370,14740,58960,Audi,A3,2006
SB3001216,2006-03-24,IL,100/300,2000,924.72,0,0,0,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,6104 Oak Ave,14,1,NO,2,2,NO,63120,5260,10520,47340,Audi,A5,2008
SB3001217,1995-03-28,OH,250/500,1000,1019.44,0,0,-39700,2015-02-10,Vehicle Theft,?,Trivial Damage,None,NC,Springfield,9742 5th Ridge,17,1,?,2,1,NO,7200,1440,720,5040,BMW,X5,2004
SB3001218,1996-06-19,IL,500/1000,500,1314.6,0,24800,0,2015-02-23,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Hillsdale,8782 3rd St,0,1,?,2,3,?,70290,12780,6390,51120,Saab,92x,1998
